Respondent,Hobby,OpenSource,Country,Student,Employment,FormalEducation,UndergradMajor,CompanySize,DevType,YearsCoding,YearsCodingProf,JobSearchStatus,LastNewJob,AssessBenefits11,Salary,LanguageWorkedWith,DatabaseWorkedWith,PlatformWorkedWith,FrameworkWorkedWith,IDE,OperatingSystem,NumberMonitors,AdBlocker,AdsAgreeDisagree2,StackOverflowRecommend,StackOverflowVisit,StackOverflowHasAccount,StackOverflowParticipate,StackOverflowJobs,StackOverflowDevStory,StackOverflowJobsRecommend,StackOverflowConsiderMember
101333,Yes,Yes,Japan,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","10,000 or more employees",Back-end developer;Full-stack developer,18-20 years,18-20 years,"I’m not actively looking, but I am open to new opportunities",Between 2 and 4 years ago,,280000,JavaScript;PHP;SQL;HTML;CSS;Bash/Shell,MongoDB;Redis;MySQL;SQLite;MariaDB;Memcached;Amazon RDS/Aurora;Elasticsearch,AWS;Linux,Node.js;React,PHPStorm;Vim,MacOS,2,Yes,Strongly disagree,10 (Very Likely),Multiple times per day,Yes,A few times per week,"No, I didn't know that Stack Overflow had a jobs board","No, and I don't know what that is",,Yes
101404,Yes,Yes,South Korea,"Yes, full-time",Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","A social science (ex. anthropology, psychology, political science)","1,000 to 4,999 employees",Front-end developer;Full-stack developer,6-8 years,6-8 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,7.0,70000000,JavaScript;CSS,Redis;PostgreSQL,Azure;Linux;WordPress,Angular;Node.js,Sublime Text;Visual Studio Code,MacOS,2,Yes,Somewhat agree,10 (Very Likely),Multiple times per day,Yes,Less than once per month or monthly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, I know what it is but I don't have one",,Yes
101463,No,No,China,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Another engineering discipline (ex. civil, electrical, mechanical)","1,000 to 4,999 employees",Back-end developer,3-5 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,4.0,11000,C#,SQL Server;SQLite,Windows Desktop or Server,.NET Core,Visual Studio;Visual Studio Code,Windows,2,No,Strongly agree,10 (Very Likely),A few times per week,Yes,I have never participated in Q&A on Stack Overflow,Yes,"No, and I don't know what that is",7,Yes
101521,Yes,Yes,Japan,No,Employed full-time,Some college/university study without earning a degree,"Information systems, information technology, or system administration","10,000 or more employees",Back-end developer;Data or business analyst;Database administrator;Desktop or enterprise applications developer;Front-end developer;Full-stack developer;System administrator,9-11 years,9-11 years,I am actively looking for a job,Between 1 and 2 years ago,8.0,,C#;JavaScript;SQL;VBA;VB.NET;HTML;CSS,SQL Server;PostgreSQL,Linux;SharePoint;Windows Desktop or Server,.NET Core,Notepad++;Visual Studio,Linux-based,2,Yes,Neither agree nor disagree,10 (Very Likely),A few times per week,Yes,A few times per month or weekly,Yes,Yes,10 (Very Likely),No
417,Yes,Yes,Japan,No,"Independent contractor, freelancer, or self-employed","Other doctoral degree (Ph.D, Ed.D., etc.)","Computer science, computer engineering, or software engineering",,Back-end developer;Data or business analyst;Data scientist or machine learning specialist;DevOps specialist;Embedded applications or devices developer,15-17 years,15-17 years,I am not interested in new job opportunities,Less than a year ago,3.0,10000000,C++;Java;JavaScript;Objective-C;Python;R;Ruby;Rust;Scala;Swift;Bash/Shell,MySQL;Amazon DynamoDB,Android;Arduino;AWS;iOS;Linux;Raspberry Pi;Serverless;Firebase,Cordova;TensorFlow,Vim;Xcode,MacOS,1,Yes,Strongly disagree,10 (Very Likely),Daily or almost daily,Yes,A few times per month or weekly,Yes,Yes,10 (Very Likely),Yes
703,No,Yes,South Korea,"Yes, full-time","Independent contractor, freelancer, or self-employed","Bachelor’s degree (BA, BS, B.Eng., etc.)","Information systems, information technology, or system administration",,Embedded applications or devices developer,3-5 years,3-5 years,"I’m not actively looking, but I am open to new opportunities",Between 1 and 2 years ago,3.0,2550,C;C++;JavaScript,MySQL;MariaDB,Gaming console;iOS,,Notepad++;PyCharm;Sublime Text;Visual Studio,MacOS,1,No,Somewhat disagree,7,Daily or almost daily,Yes,Less than once per month or monthly,Yes,"No, I have one but it's out of date",7,I'm not sure
1599,Yes,No,China,No,"Independent contractor, freelancer, or self-employed","Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering",,Back-end developer;Database administrator;Desktop or enterprise applications developer;Full-stack developer;System administrator,15-17 years,12-14 years,I am actively looking for a job,Less than a year ago,2.0,5000,C++;C#;Java;JavaScript;PHP;SQL;HTML;CSS,MongoDB;SQL Server;MySQL;PostgreSQL;SQLite;Oracle,Linux;Mac OS;Windows Desktop or Server;WordPress,Hadoop;Spring,Eclipse;Sublime Text;Visual Studio,Windows,2,No,Strongly disagree,10 (Very Likely),Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,Yes,"No, and I don't know what that is",5,I'm not sure
2407,Yes,Yes,Japan,No,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",,"Back-end developer;C-suite executive (CEO, CTO, etc.);Designer;DevOps specialist;Front-end developer;Full-stack developer;Mobile developer",18-20 years,12-14 years,I am actively looking for a job,Between 2 and 4 years ago,,,,,,,,,,,,,,,,,,,
2828,Yes,No,South Korea,No,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (BA, BS, B.Eng., etc.)","A natural science (ex. biology, chemistry, physics)",,Full-stack developer;Mobile developer,21-23 years,21-23 years,I am actively looking for a job,Less than a year ago,3.0,6500000,Java;JavaScript;PHP;SQL;Delphi/Object Pascal;HTML;CSS,MongoDB;SQL Server;MySQL;Oracle;MariaDB,Android;AWS;Google Cloud Platform/App Engine;Linux;Windows Desktop or Server;Firebase,Spring,Android Studio;Eclipse;IntelliJ;Visual Studio,Windows,2,No,Strongly agree,10 (Very Likely),Multiple times per day,I'm not sure / I can't remember,,Yes,,7,Yes
3057,Yes,No,China,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","A humanities discipline (ex. literature, history, philosophy)",,Game or graphics developer,30 or more years,0-2 years,I am not interested in new job opportunities,More than 4 years ago,9.0,18750,C#,,,,Visual Studio,Windows,1,Yes,Strongly disagree,10 (Very Likely),A few times per month or weekly,No,,"No, I knew that Stack Overflow had a jobs board but have never used or visited it",,,No
4303,Yes,Yes,China,"Yes, full-time","Independent contractor, freelancer, or self-employed","Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",,Designer;Desktop or enterprise applications developer,3-5 years,3-5 years,I am actively looking for a job,Between 1 and 2 years ago,,,Go;SQL;Swift;HTML;CSS,,,,,,,,,10 (Very Likely),Daily or almost daily,Yes,Multiple times per day,Yes,Yes,9,Yes
4477,Yes,Yes,China,No,"Independent contractor, freelancer, or self-employed","Master’s degree (MA, MS, M.Eng., MBA, etc.)","Another engineering discipline (ex. civil, electrical, mechanical)",,"Back-end developer;C-suite executive (CEO, CTO, etc.);Embedded applications or devices developer;Front-end developer;Full-stack developer;Product manager",9-11 years,6-8 years,"I’m not actively looking, but I am open to new opportunities",More than 4 years ago,7.0,1,Assembly;C;JavaScript;HTML;CSS;Bash/Shell,MongoDB,Amazon Echo;Arduino;AWS;Linux;Mac OS;Raspberry Pi;WordPress,Node.js;React,Sublime Text,MacOS,3,Yes,Somewhat agree,8,A few times per week,Yes,Less than once per month or monthly,"No, I didn't know that Stack Overflow had a jobs board","No, and I don't know what that is",,I'm not sure
5358,Yes,No,Singapore,No,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",,Back-end developer;QA or test developer,9-11 years,6-8 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,7.0,68400,Groovy;Java;JavaScript;Perl;SQL;VBA;Visual Basic 6;HTML;CSS;Bash/Shell,SQL Server;Oracle,Windows Desktop or Server,Spring,Eclipse;IntelliJ;Notepad++;Visual Studio,Windows,2,Yes,Somewhat agree,10 (Very Likely),Daily or almost daily,Yes,A few times per week,Yes,Yes,6,Yes
9050,Yes,Yes,Japan,No,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (BA, BS, B.Eng., etc.)",Mathematics or statistics,,Back-end developer;Database administrator;DevOps specialist;QA or test developer,9-11 years,6-8 years,I am actively looking for a job,Between 1 and 2 years ago,9.0,,C++;Java;JavaScript;Python;SQL;HTML;CSS,MySQL;PostgreSQL,AWS;Google Cloud Platform/App Engine;Linux,Django;Spring,Eclipse;Notepad++;Vim;Visual Studio,Linux-based,2,No,Neither agree nor disagree,10 (Very Likely),A few times per week,Yes,A few times per month or weekly,Yes,Yes,8,No
11664,Yes,No,China,"Yes, full-time",Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",,,Desktop or enterprise applications developer,3-5 years,3-5 years,I am not interested in new job opportunities,Between 2 and 4 years ago,8.0,,,,,,,,,,,,,,,,,,
11713,Yes,No,Japan,No,"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,"A natural science (ex. biology, chemistry, physics)",,Back-end developer;Desktop or enterprise applications developer,15-17 years,15-17 years,"I’m not actively looking, but I am open to new opportunities",Between 2 and 4 years ago,,,C#;Java;Perl;SQL,SQL Server;MySQL;PostgreSQL;SQLite;Oracle,Windows Desktop or Server,,Visual Studio,Windows,2,No,Somewhat agree,8,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,"No, I didn't know that Stack Overflow had a jobs board","No, and I don't know what that is",,No
12711,Yes,No,Japan,No,"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,"Information systems, information technology, or system administration",,Back-end developer;Database administrator;Designer;Desktop or enterprise applications developer;Full-stack developer,18-20 years,15-17 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,6.0,,Python;SQL;HTML;CSS;Bash/Shell,SQLite,Linux;Mac OS,Django,Emacs,MacOS,1,Yes,Somewhat agree,10 (Very Likely),A few times per week,Yes,Less than once per month or monthly,Yes,"No, I have one but it's out of date",5,No
13065,Yes,Yes,Japan,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering",,Back-end developer;Mobile developer;QA or test developer,9-11 years,3-5 years,"I’m not actively looking, but I am open to new opportunities",Between 2 and 4 years ago,8.0,,Java;Python,MySQL,Android;Linux,,Android Studio;Eclipse;IntelliJ;Notepad++;PyCharm;Sublime Text;Vim,Linux-based,2,I'm not sure/I don't know,Strongly agree,10 (Very Likely),Daily or almost daily,Yes,Daily or almost daily,Yes,"No, I have one but it's out of date",7,Yes
13348,Yes,Yes,China,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering",,Back-end developer;Designer;Desktop or enterprise applications developer;Front-end developer;Full-stack developer;Mobile developer,12-14 years,6-8 years,"I’m not actively looking, but I am open to new opportunities",Between 1 and 2 years ago,1.0,,,,,,,,,,,10 (Very Likely),A few times per month or weekly,Yes,Less than once per month or monthly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, and I don't know what that is",,Yes
20146,Yes,Yes,Japan,No,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (BA, BS, B.Eng., etc.)",Mathematics or statistics,,Back-end developer;Front-end developer;Full-stack developer;Mobile developer,24-26 years,9-11 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,,,Assembly;C;Go;Java;JavaScript;Perl;PHP;Python;Ruby;SQL;HTML;CSS,Redis;MySQL;PostgreSQL,Android;AWS;Google Cloud Platform/App Engine;Heroku;iOS;Mac OS;Salesforce,Node.js,Android Studio;Emacs;IntelliJ;PHPStorm;PyCharm;RubyMine;Xcode,MacOS,1,No,Strongly agree,,,,,,,,
25020,No,Yes,China,No,"Independent contractor, freelancer, or self-employed",I never completed any formal education,,,Data or business analyst;Desktop or enterprise applications developer;Embedded applications or devices developer;QA or test developer;System administrator,3-5 years,3-5 years,I am actively looking for a job,Between 1 and 2 years ago,,,Java;Objective-C,,Android;iOS,,Android Studio;Atom;Eclipse;IntelliJ;Notepad++;PHPStorm;PyCharm;Xcode,MacOS,More than 4,Yes,Strongly agree,7,A few times per month or weekly,Yes,A few times per month or weekly,"No, I didn't know that Stack Overflow had a jobs board","No, and I don't know what that is",,No
25302,Yes,Yes,Japan,No,"Independent contractor, freelancer, or self-employed","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,,Back-end developer;Data or business analyst;Database administrator;Designer;Desktop or enterprise applications developer;Engineering manager;Full-stack developer;Product manager,27-29 years,9-11 years,"I’m not actively looking, but I am open to new opportunities",Between 1 and 2 years ago,8.0,17000000,Erlang,PostgreSQL,Linux,,Emacs;Vim,Linux-based,2,No,Somewhat agree,10 (Very Likely),Daily or almost daily,Yes,A few times per week,Yes,"No, I have one but it's out of date",8,Yes
25797,Yes,No,Japan,No,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (BA, BS, B.Eng., etc.)","Another engineering discipline (ex. civil, electrical, mechanical)",,"Back-end developer;C-suite executive (CEO, CTO, etc.);Designer;Engineering manager;Full-stack developer;System administrator",9-11 years,9-11 years,I am not interested in new job opportunities,More than 4 years ago,,,,,,,,,,,,,,,,,,,
28577,No,No,Singapore,No,"Independent contractor, freelancer, or self-employed","Master’s degree (MA, MS, M.Eng., MBA, etc.)",,,Data or business analyst;Data scientist or machine learning specialist;Educator or academic researcher,9-11 years,3-5 years,"I’m not actively looking, but I am open to new opportunities",Between 2 and 4 years ago,6.0,,Matlab;R;SQL;VBA;HTML,SQL Server;MySQL,,,Eclipse;Notepad++;RStudio;Visual Studio,Windows,4,Yes,Somewhat disagree,10 (Very Likely),A few times per month or weekly,No,,"No, I didn't know that Stack Overflow had a jobs board",,,No
28595,Yes,Yes,China,"Yes, part-time","Independent contractor, freelancer, or self-employed","Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",,Data or business analyst;Database administrator;Full-stack developer;Mobile developer,9-11 years,3-5 years,"I’m not actively looking, but I am open to new opportunities",Between 2 and 4 years ago,4.0,40000,Java;JavaScript;PHP;SQL;HTML;CSS;Bash/Shell,MySQL;SQLite,Android,,Android Studio;Eclipse;PHPStorm;Vim,Linux-based,1,No,Strongly disagree,10 (Very Likely),Daily or almost daily,Yes,A few times per week,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, I have one but it's out of date",,Yes
28872,Yes,Yes,Japan,No,"Independent contractor, freelancer, or self-employed","Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering",,Back-end developer;Designer;Desktop or enterprise applications developer;Educator or academic researcher;Front-end developer;Full-stack developer;Mobile developer,30 or more years,30 or more years,"I’m not actively looking, but I am open to new opportunities",More than 4 years ago,9.0,10000000,C++;C#;HTML;CSS,SQLite,Android;Windows Desktop or Server,Xamarin,Visual Studio,Windows,2,Yes,Neither agree nor disagree,7,A few times per month or weekly,Yes,A few times per month or weekly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, and I don't know what that is",,No
29281,Yes,No,Japan,No,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (BA, BS, B.Eng., etc.)","A social science (ex. anthropology, psychology, political science)",,Front-end developer,6-8 years,6-8 years,I am actively looking for a job,Between 1 and 2 years ago,10.0,2000000,Objective-C;VB.NET,MySQL,Mac OS,,Xcode,MacOS,1,No,Neither agree nor disagree,10 (Very Likely),Multiple times per day,Yes,,Yes,"No, I know what it is but I don't have one",9,Yes
