Respondent,Hobby,OpenSource,Country,Student,Employment,FormalEducation,UndergradMajor,CompanySize,DevType,YearsCoding,YearsCodingProf,JobSearchStatus,LastNewJob,AssessBenefits11,Salary,LanguageWorkedWith,DatabaseWorkedWith,PlatformWorkedWith,FrameworkWorkedWith,IDE,OperatingSystem,NumberMonitors,AdBlocker,AdsAgreeDisagree2,StackOverflowRecommend,StackOverflowVisit,StackOverflowHasAccount,StackOverflowParticipate,StackOverflowJobs,StackOverflowDevStory,StackOverflowJobsRecommend,StackOverflowConsiderMember
5176,Yes,Yes,Singapore,"Yes, full-time","Not employed, and not looking for work","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,,Student,3-5 years,,"I’m not actively looking, but I am open to new opportunities",I've never had a job,3.0,,C;C++;Python,,,,Atom;Emacs;PyCharm;Sublime Text;Vim;Visual Studio Code,Windows,1,Yes,Strongly agree,10 (Very Likely),Multiple times per day,I'm not sure / I can't remember,,"No, I knew that Stack Overflow had a jobs board but have never used or visited it",,,Yes
8215,No,No,Singapore,"Yes, full-time",Employed part-time,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,,Student,0-2 years,,I am not interested in new job opportunities,Less than a year ago,3.0,,,,,,,,,,,1,Less than once per month or monthly,No,,"No, I didn't know that Stack Overflow had a jobs board",,,No
16087,Yes,No,Singapore,No,"Not employed, and not looking for work","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,,Student,3-5 years,,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,9.0,,C;C#;JavaScript;Python;Ruby;SQL;HTML;CSS;Bash/Shell,Redis;SQL Server;MySQL;SQLite;MariaDB,Arduino;Raspberry Pi,.NET Core;Django,Notepad++;Visual Studio,Windows,1,Yes,Strongly agree,,Daily or almost daily,No,,"No, I knew that Stack Overflow had a jobs board but have never used or visited it",,,No
23877,Yes,Yes,Singapore,No,"Not employed, and not looking for work",Primary/elementary school,,,Student,0-2 years,,I am not interested in new job opportunities,I've never had a job,,,C++;Python,,,,Visual Studio,Windows,1,No,Neither agree nor disagree,5,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, and I don't know what that is",,No
27866,Yes,Yes,Singapore,"Yes, full-time","Not employed, and not looking for work",,,,Student,3-5 years,,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,7.0,,Assembly;C++;C#;Lua;Matlab;Python;VBA;VB.NET;HTML;Bash/Shell,,Amazon Echo;Arduino;ESP8266;Raspberry Pi;Windows Desktop or Server,,Notepad++,Windows,1,No,Somewhat agree,10 (Very Likely),Multiple times per day,No,,"No, I didn't know that Stack Overflow had a jobs board",,,No
31674,Yes,No,Singapore,No,"Not employed, but looking for work",,,,Student,0-2 years,,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,8.0,,C++;C#;Swift;HTML,,,.NET Core,Notepad++;Visual Studio,Windows,2,Yes,Neither agree nor disagree,10 (Very Likely),A few times per week,Yes,I have never participated in Q&A on Stack Overflow,"No, I didn't know that Stack Overflow had a jobs board","No, and I don't know what that is",,I'm not sure
32752,Yes,No,Singapore,"Yes, full-time","Not employed, and not looking for work",Some college/university study without earning a degree,"Computer science, computer engineering, or software engineering",,Student,0-2 years,,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,9.0,,Assembly;C;C#;Java;JavaScript;Python,SQL Server,Android;Arduino;Raspberry Pi;Firebase,,Android Studio;IPython / Jupyter;Notepad++,Windows,1,Yes,Neither agree nor disagree,9,A few times per month or weekly,No,,"No, I knew that Stack Overflow had a jobs board but have never used or visited it",,,No
43373,Yes,No,Singapore,"Yes, full-time","Not employed, and not looking for work","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,,Student,0-2 years,,"I’m not actively looking, but I am open to new opportunities",I've never had a job,6.0,0,C;JavaScript;Python;R;HTML,,Android,,Notepad++;RStudio;Vim,Windows,1,Yes,Neither agree nor disagree,8,A few times per week,No,,"No, I knew that Stack Overflow had a jobs board but have never used or visited it",,,No
47754,Yes,No,Singapore,"Yes, full-time",,Some college/university study without earning a degree,"Computer science, computer engineering, or software engineering",,,0-2 years,,"I’m not actively looking, but I am open to new opportunities",I've never had a job,2.0,,,,,,,,,,,,,,,,,,
51252,No,No,Singapore,"Yes, full-time","Not employed, and not looking for work","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,,Student,0-2 years,,I am not interested in new job opportunities,Less than a year ago,9.0,5000,Java;Python;SQL,SQL Server;MySQL;Oracle;IBM Db2;Google Cloud Storage,,.NET Core,Eclipse;IPython / Jupyter,Windows,1,Yes,Neither agree nor disagree,,,,,,,,
60009,Yes,No,Singapore,"Yes, full-time","Not employed, and not looking for work","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,,Student,0-2 years,,I am not interested in new job opportunities,Less than a year ago,6.0,,C;Java;JavaScript;Matlab;Python;HTML;CSS;Bash/Shell,SQLite,Linux,Django,Atom;Emacs;Vim,Linux-based,1,Yes,Somewhat disagree,9,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, I know what it is but I don't have one",,I'm not sure
73022,Yes,No,Singapore,"Yes, full-time","Not employed, but looking for work",Some college/university study without earning a degree,"Computer science, computer engineering, or software engineering",,Back-end developer;Student,3-5 years,,I am actively looking for a job,I've never had a job,6.0,,C;C++;Java;Python;SQL;HTML;CSS;Bash/Shell,MySQL,Android;AWS;iOS,TensorFlow,Android Studio;Eclipse;IntelliJ;Notepad++;PyCharm;Sublime Text;Visual Studio,Windows,1,Yes,Somewhat agree,10 (Very Likely),Multiple times per day,Yes,Less than once per month or monthly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, and I don't know what that is",,I'm not sure
73677,No,No,Singapore,No,"Not employed, and not looking for work",Some college/university study without earning a degree,"Information systems, information technology, or system administration",,Student,0-2 years,,"I’m not actively looking, but I am open to new opportunities",I've never had a job,3.0,750,JavaScript;PHP;Python;SQL;TypeScript;VBA;HTML;CSS,SQL Server;MySQL;Amazon DynamoDB,Android;AWS;iOS;Raspberry Pi;SharePoint,Angular;Cordova,NetBeans;Notepad++;Visual Studio Code,Windows,1,Yes,Somewhat agree,9,Multiple times per day,Yes,Multiple times per day,Yes,"No, I have one but it's out of date",0 (Not Likely),Yes
76950,Yes,No,Singapore,,"Not employed, and not looking for work","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,,Student,0-2 years,,I am not interested in new job opportunities,I've never had a job,8.0,,Java;Python;Swift;HTML;CSS;Bash/Shell,,,,Atom;Notepad++,Linux-based,1,Yes,Somewhat agree,10 (Very Likely),A few times per week,No,,"No, I knew that Stack Overflow had a jobs board but have never used or visited it",,,No
95799,No,No,Singapore,,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,,Student,0-2 years,,"I’m not actively looking, but I am open to new opportunities",I've never had a job,11.0,,Python;HTML;CSS,,,,IntelliJ,Windows,1,I'm not sure/I don't know,Neither agree nor disagree,3,A few times per week,No,,"No, I didn't know that Stack Overflow had a jobs board",,,I'm not sure
98037,No,No,Singapore,"Yes, full-time","Not employed, and not looking for work","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,,Back-end developer;Designer;Student,0-2 years,,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,8.0,,C#;Python;HTML;CSS,SQL Server,Raspberry Pi;Windows Desktop or Server;Firebase,,Notepad++;Visual Studio,Windows,1,Yes,Strongly agree,8,Multiple times per day,Yes,A few times per week,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, and I don't know what that is",,I'm not sure
15187,No,No,Singapore,No,"Not employed, and not looking for work","Bachelor’s degree (BA, BS, B.Eng., etc.)","Another engineering discipline (ex. civil, electrical, mechanical)",,,6-8 years,,,,,,C;JavaScript;Matlab;PHP;Python;SQL;VBA;HTML;CSS,MySQL,SharePoint;WordPress,Django,,Windows,2,No,Somewhat agree,10 (Very Likely),A few times per week,No,,"No, I knew that Stack Overflow had a jobs board but have never used or visited it",,,Yes
77410,Yes,Yes,Singapore,No,,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",,,27-29 years,,,,,,JavaScript;VB.NET;Delphi/Object Pascal,Elasticsearch,AWS;Linux;Windows Desktop or Server,,,Windows,2,Yes,Strongly agree,10 (Very Likely),A few times per month or weekly,Yes,Less than once per month or monthly,Yes,Yes,10 (Very Likely),Yes
41042,Yes,No,Singapore,No,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",,Educator or academic researcher,15-17 years,,,,,,C;C++;C#;Java;JavaScript;HTML,SQL Server;MySQL,Windows Desktop or Server,,NetBeans;Visual Studio,Windows,1,I'm not sure/I don't know,Strongly disagree,9,Daily or almost daily,Yes,A few times per month or weekly,"No, I didn't know that Stack Overflow had a jobs board","No, and I don't know what that is",,Yes
22677,Yes,No,Singapore,"Yes, full-time","Not employed, but looking for work",Some college/university study without earning a degree,"Another engineering discipline (ex. civil, electrical, mechanical)",,Student,3-5 years,,,,,,Assembly;C;C++;Matlab;Swift,SQL Server;MariaDB,Windows Desktop or Server,,,Windows,1,Yes,Somewhat agree,8,Less than once per month or monthly,Yes,I have never participated in Q&A on Stack Overflow,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, and I don't know what that is",,No
11783,No,No,Singapore,"Yes, full-time","Not employed, and not looking for work",Associate degree,"Information systems, information technology, or system administration",,Data or business analyst;Database administrator;Designer;Desktop or enterprise applications developer;Student,0-2 years,,,,,,C;Java;JavaScript;SQL;HTML;CSS,SQL Server;MySQL;PostgreSQL;Oracle;Google Cloud Storage,Android;Apple Watch or Apple TV;iOS;Linux;Mac OS;Windows Desktop or Server,Hadoop;Node.js,Eclipse;NetBeans;Notepad++;Visual Studio,Windows,2,I'm not sure/I don't know,Neither agree nor disagree,6,A few times per month or weekly,Yes,,,,,
65458,No,No,Singapore,"Yes, full-time","Not employed, and not looking for work","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,,Student,0-2 years,,,,,,,,,,PyCharm;Vim,Linux-based,1,Yes,Strongly agree,,,,,,,,
78788,No,No,Singapore,No,"Not employed, and not looking for work",Some college/university study without earning a degree,,,Student,0-2 years,,,,,,C++;Java;PHP;Python;SQL;HTML,MySQL,,,,,,,,,,,,,,,
79707,Yes,No,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","A natural science (ex. biology, chemistry, physics)",,Desktop or enterprise applications developer,6-8 years,,,,,,Groovy;Java;Python;Bash/Shell,,,,Eclipse;Emacs;Vim;Visual Studio Code,Windows,2,No,Somewhat agree,,,,,,,,
18712,Yes,No,Singapore,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering",,Back-end developer;Full-stack developer,9-11 years,,,,,,Java;VB.NET,MongoDB;SQL Server;Oracle,,.NET Core;Spring,Eclipse;Notepad++;Visual Studio,Windows,1,Yes,Somewhat agree,,,,,,,,
28546,Yes,No,Singapore,No,"Not employed, but looking for work","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,,Student,0-2 years,,,,,,Java;JavaScript;Python;SQL,MySQL,,,NetBeans,Windows,2,Yes,Neither agree nor disagree,,,,,,,,
89478,Yes,No,Singapore,No,"Independent contractor, freelancer, or self-employed",Associate degree,"Information systems, information technology, or system administration",,Back-end developer;Front-end developer;Full-stack developer;Mobile developer;Student,3-5 years,,,,,,Java;JavaScript;SQL;TypeScript;HTML;CSS,Cassandra;MongoDB;SQL Server;MySQL,,,,,,,,10 (Very Likely),Multiple times per day,Yes,A few times per week,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, I have one but it's out of date",,Yes
79245,Yes,Yes,Singapore,No,"Independent contractor, freelancer, or self-employed","Master’s degree (MA, MS, M.Eng., MBA, etc.)","Information systems, information technology, or system administration",,"Back-end developer;C-suite executive (CEO, CTO, etc.);Designer;Educator or academic researcher;Full-stack developer;Marketing or sales professional",9-11 years,,,,,,,,,,,,,,,9,A few times per week,Yes,A few times per week,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, and I don't know what that is",,Yes
3336,No,No,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",,,,,,,,,,,,,,,,,,,,,,,,,,
18076,Yes,Yes,Singapore,"Yes, full-time","Independent contractor, freelancer, or self-employed","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,,,,,,,,,,,,,,,,,,,,,,,,,
18412,Yes,Yes,Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34108,No,No,Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34926,Yes,No,Singapore,No,"Not employed, and not looking for work","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,,,,,,,,,,,,,,,,,,,,,,,,,
36923,No,No,Singapore,"Yes, full-time","Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,,,,,,,,,,,,,,,,,,,,,,,,,,
55036,Yes,Yes,Singapore,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",,,,,,,,,,,,,,,,,,,,,,,,,,
57793,Yes,No,Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59000,No,No,Singapore,"Yes, full-time","Not employed, and not looking for work",Some college/university study without earning a degree,,,,,,,,,,,,,,,,,,,,,,,,,,
59948,Yes,Yes,Singapore,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",,,,,,,,,,,,,,,,,,,,,,,,,,
63874,No,No,Singapore,,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,,Student,0-2 years,,,,,,,,,,,,,,,,,,,,,,
65668,Yes,Yes,Singapore,,,,,,,,6-8 years,,,,,,,,,,,,,,,,,,,,,
68209,Yes,Yes,Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77016,Yes,No,Singapore,"Yes, full-time",Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",,,,,,,,,,,,,,,,,,,,,,,,,,
85211,No,Yes,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",,,,,,,,,,,,,,,,,,,,,,,,,,
90067,Yes,Yes,Singapore,"Yes, full-time","Independent contractor, freelancer, or self-employed","Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",,Full-stack developer;Mobile developer,6-8 years,,,,,,,,,,,,,,,,,,,,,,
